00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 1.0000
03; MSE: 0.0000; cos: 1.0000
04; MSE: 0.0000; cos: 1.0000
05; MSE: 0.0000; cos: 1.0000
06; MSE: 0.0000; cos: 1.0000
07; MSE: 0.0000; cos: 1.0000
08; MSE: 0.0000; cos: 1.0000
09; MSE: 0.0000; cos: 1.0000
10; MSE: 0.0000; cos: 1.0000
11; MSE: 0.0000; cos: 1.0000
12; MSE: 0.0000; cos: 1.0000
13; MSE: 0.0000; cos: 1.0000
14; MSE: 0.0000; cos: 1.0000
15; MSE: 0.0000; cos: 1.0000
16; MSE: 0.0000; cos: 1.0000
17; MSE: 0.0000; cos: 1.0000
18; MSE: 0.0000; cos: 1.0000
19; MSE: 0.0000; cos: 1.0000
20; MSE: 0.2816; cos: 0.9998
21; MSE: 0.2839; cos: 0.9998
22; MSE: 0.2887; cos: 0.9998
23; MSE: 0.3180; cos: 0.9998
24; MSE: 0.3208; cos: 0.9998
25; MSE: 0.3320; cos: 0.9998
26; MSE: 0.3287; cos: 0.9998
27; MSE: 0.3579; cos: 0.9998
28; MSE: 0.3828; cos: 0.9998
29; MSE: 0.4382; cos: 0.9997
30; MSE: 0.5287; cos: 0.9997
31; MSE: 1.1877; cos: 0.9753
32; MSE: 1.0187; cos: 0.9849
33; MSE: 1.2865; cos: 0.9860
34; MSE: 1.5112; cos: 0.9887
35; MSE: 1.8952; cos: 0.9892
36; MSE: 0.3295; cos: 0.9891
