00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 1.0000
03; MSE: 0.0000; cos: 1.0000
04; MSE: 0.0000; cos: 0.9990
05; MSE: inf; cos: 0.9980
06; MSE: inf; cos: 0.9985
07; MSE: inf; cos: 0.9985
08; MSE: inf; cos: 0.9985
09; MSE: inf; cos: 0.9985
10; MSE: inf; cos: 0.9990
11; MSE: inf; cos: 0.9985
12; MSE: inf; cos: 0.9990
13; MSE: inf; cos: 0.9990
14; MSE: inf; cos: 0.9995
15; MSE: inf; cos: 0.9990
16; MSE: inf; cos: 0.9985
17; MSE: inf; cos: 0.9980
18; MSE: inf; cos: 0.9985
19; MSE: inf; cos: 0.9990
20; MSE: inf; cos: 0.9985
21; MSE: inf; cos: 0.9985
22; MSE: inf; cos: 0.9990
23; MSE: inf; cos: 0.9990
24; MSE: inf; cos: 0.9990
25; MSE: inf; cos: 0.9985
26; MSE: inf; cos: 0.9902
27; MSE: inf; cos: -0.7944
28; MSE: 16.1094; cos: 0.7031
