00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0010
02; MSE: 0.0000; cos: 0.9990
03; MSE: 0.0000; cos: 0.9995
04; MSE: 0.0000; cos: 1.0000
05; MSE: 0.0000; cos: 0.9995
06; MSE: 0.0000; cos: 0.9995
07; MSE: 0.0000; cos: 1.0000
08; MSE: 0.0000; cos: 1.0000
09; MSE: 0.0000; cos: 1.0010
10; MSE: 0.0000; cos: 0.9995
11; MSE: 0.0000; cos: 0.9990
12; MSE: 0.0000; cos: 1.0000
13; MSE: 0.0000; cos: 1.0000
14; MSE: 0.0000; cos: 1.0000
15; MSE: 0.0000; cos: 1.0000
16; MSE: 0.0000; cos: 0.9990
17; MSE: 0.0000; cos: 1.0010
18; MSE: 0.0000; cos: 1.0010
19; MSE: 0.0000; cos: 1.0010
20; MSE: 0.6509; cos: 1.0000
21; MSE: 0.7598; cos: 0.9995
22; MSE: 0.9048; cos: 0.9995
23; MSE: 1.1338; cos: 0.9990
24; MSE: 1.4658; cos: 0.9995
25; MSE: 1.9365; cos: 0.9980
26; MSE: 2.6523; cos: 0.9980
27; MSE: 3.6055; cos: 0.9971
28; MSE: 4.7188; cos: 0.9976
29; MSE: 6.4141; cos: 0.9966
30; MSE: inf; cos: 0.8701
31; MSE: 13.8984; cos: 0.9263
32; MSE: 0.3108; cos: 0.9189
