00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 1.0000
03; MSE: 0.0000; cos: 1.0000
04; MSE: 0.0000; cos: 1.0000
05; MSE: 0.0000; cos: 1.0000
06; MSE: 0.0000; cos: 1.0000
07; MSE: 0.0000; cos: 1.0000
08; MSE: 0.0000; cos: 1.0000
09; MSE: 0.0000; cos: 1.0000
10; MSE: 0.0000; cos: 1.0000
11; MSE: 0.0000; cos: 1.0000
12; MSE: 0.0000; cos: 1.0000
13; MSE: 0.0000; cos: 1.0000
14; MSE: 0.0000; cos: 1.0000
15; MSE: 0.0000; cos: 1.0000
16; MSE: 0.0000; cos: 1.0000
17; MSE: 0.0000; cos: 1.0000
18; MSE: 3.0191; cos: 1.0000
19; MSE: 3.1061; cos: 1.0000
20; MSE: 3.1408; cos: 1.0000
21; MSE: 3.2193; cos: 1.0000
22; MSE: 3.7261; cos: 1.0000
23; MSE: 3.9978; cos: 1.0000
24; MSE: 5.2351; cos: 0.9999
25; MSE: 6.4423; cos: 0.9999
26; MSE: 8.3374; cos: 0.9999
27; MSE: 10.7278; cos: 0.9999
28; MSE: 13.0789; cos: 0.9999
29; MSE: 15.3455; cos: 0.9998
30; MSE: 18.0487; cos: 0.9998
31; MSE: 22.1491; cos: 0.9996
32; MSE: 0.0653; cos: 0.9903
