00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 0.9995
02; MSE: 0.0000; cos: 1.0000
03; MSE: 0.0004; cos: 0.9995
04; MSE: 1.4307; cos: 1.0000
05; MSE: 1.4297; cos: 1.0000
06; MSE: 1.4297; cos: 1.0000
07; MSE: 1.4297; cos: 1.0000
08; MSE: 1.4297; cos: 1.0000
09; MSE: 1.4297; cos: 1.0000
10; MSE: 1.4297; cos: 1.0000
11; MSE: 1.4297; cos: 1.0000
12; MSE: 1.4287; cos: 1.0000
13; MSE: 1.4287; cos: 1.0000
14; MSE: 1.4287; cos: 1.0000
15; MSE: 1.4287; cos: 1.0010
16; MSE: 1.4287; cos: 1.0000
17; MSE: 1.4287; cos: 1.0010
18; MSE: 1.4287; cos: 1.0000
19; MSE: 1.4287; cos: 0.9995
20; MSE: 1.4287; cos: 1.0000
21; MSE: 1.4287; cos: 1.0010
22; MSE: 1.4297; cos: 0.9995
23; MSE: 1.4297; cos: 1.0010
24; MSE: 1.4297; cos: 1.0000
25; MSE: 1.4297; cos: 1.0000
26; MSE: 1.1982; cos: 1.0000
27; MSE: 0.1183; cos: 0.9990
28; MSE: 0.0024; cos: 1.0000
