00; MSE: 0.0000; cos: 0.9995
01; MSE: 0.0003; cos: 0.9985
02; MSE: 0.0003; cos: 0.9990
03; MSE: 0.0003; cos: 0.9995
04; MSE: 0.0146; cos: 1.0000
05; MSE: 0.0149; cos: 0.9995
06; MSE: 0.0149; cos: 1.0000
07; MSE: 0.0149; cos: 1.0000
08; MSE: 0.0148; cos: 1.0000
09; MSE: 0.0149; cos: 1.0000
10; MSE: 0.0148; cos: 1.0000
11; MSE: 0.0148; cos: 1.0010
12; MSE: 0.0148; cos: 1.0000
13; MSE: 0.0148; cos: 1.0000
14; MSE: 0.0148; cos: 1.0000
15; MSE: 0.0148; cos: 1.0000
16; MSE: 0.0148; cos: 0.9995
17; MSE: 0.0148; cos: 1.0000
18; MSE: 0.0148; cos: 1.0000
19; MSE: 0.0149; cos: 0.9995
20; MSE: 0.0150; cos: 1.0000
21; MSE: 0.0151; cos: 1.0000
22; MSE: 0.0154; cos: 1.0000
23; MSE: 0.0157; cos: 1.0000
24; MSE: 0.0165; cos: 1.0000
25; MSE: 0.0173; cos: 0.9995
26; MSE: 0.0105; cos: 1.0000
27; MSE: 0.0121; cos: 0.9995
28; MSE: 0.0045; cos: 0.9995
