00; MSE: 0.0000; cos: 0.9995
01; MSE: 0.0000; cos: 0.9995
02; MSE: 0.0318; cos: 0.9990
03; MSE: 0.0318; cos: 0.9990
04; MSE: 0.0320; cos: 0.9995
05; MSE: 0.0318; cos: 0.9990
06; MSE: 0.0322; cos: 0.9990
07; MSE: 0.0322; cos: 0.9990
08; MSE: 0.0323; cos: 0.9985
09; MSE: 0.0323; cos: 1.0000
10; MSE: 0.0322; cos: 0.9995
11; MSE: 0.0323; cos: 0.9990
12; MSE: 0.0322; cos: 0.9990
13; MSE: 0.0322; cos: 0.9995
14; MSE: 0.0321; cos: 1.0000
15; MSE: 0.0321; cos: 0.9995
16; MSE: 0.0321; cos: 0.9995
17; MSE: 0.0320; cos: 0.9995
18; MSE: 0.0321; cos: 0.9990
19; MSE: 0.0323; cos: 0.9990
20; MSE: 0.0322; cos: 0.9995
21; MSE: 0.0322; cos: 0.9990
22; MSE: 0.0323; cos: 0.9995
23; MSE: 0.0323; cos: 0.9995
24; MSE: 0.0323; cos: 0.9995
25; MSE: 0.0324; cos: 0.9995
26; MSE: 0.0325; cos: 0.9990
27; MSE: 0.0326; cos: 0.9990
28; MSE: 0.0326; cos: 0.9995
29; MSE: 0.0339; cos: 0.9995
30; MSE: 0.0343; cos: 1.0000
31; MSE: 0.0349; cos: 1.0000
32; MSE: 0.0536; cos: 0.9990
33; MSE: 0.0543; cos: 0.9990
34; MSE: 3.0508; cos: 0.9966
35; MSE: 3.1211; cos: 0.7617
36; MSE: 0.0176; cos: 0.9878
