00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 1.0000
03; MSE: 0.0000; cos: 1.0000
04; MSE: 0.0000; cos: 1.0000
05; MSE: 0.0000; cos: 1.0000
06; MSE: 0.0000; cos: 1.0000
07; MSE: 0.0000; cos: 1.0000
08; MSE: 0.0000; cos: 1.0000
09; MSE: 0.0000; cos: 1.0000
10; MSE: 0.0000; cos: 1.0000
11; MSE: 0.0000; cos: 1.0000
12; MSE: 0.0000; cos: 1.0000
13; MSE: 0.0000; cos: 1.0000
14; MSE: 0.0000; cos: 1.0000
15; MSE: 0.0000; cos: 1.0000
16; MSE: 0.0000; cos: 1.0000
17; MSE: 0.0000; cos: 1.0000
18; MSE: 0.0000; cos: 1.0000
19; MSE: 0.0000; cos: 1.0000
20; MSE: 0.0000; cos: 1.0000
21; MSE: 1.4904; cos: 1.0000
22; MSE: 1.5478; cos: 1.0000
23; MSE: 1.5470; cos: 1.0000
24; MSE: 1.8025; cos: 1.0000
25; MSE: 2.1317; cos: 1.0000
26; MSE: 2.3811; cos: 1.0000
27; MSE: 2.6774; cos: 1.0000
28; MSE: 2.9495; cos: 1.0000
29; MSE: 3.1947; cos: 1.0000
30; MSE: 4.0918; cos: 1.0000
31; MSE: 5.6884; cos: 1.0000
32; MSE: 0.0159; cos: 0.9980
