00; MSE: 0.0000; cos: 1.0010
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 0.9995
03; MSE: 0.0000; cos: 0.9995
04; MSE: inf; cos: 0.9961
05; MSE: inf; cos: 0.9956
06; MSE: inf; cos: 0.9956
07; MSE: inf; cos: 0.9956
08; MSE: inf; cos: 0.9961
09; MSE: inf; cos: 0.9956
10; MSE: inf; cos: 0.9971
11; MSE: inf; cos: 0.9966
12; MSE: inf; cos: 0.9956
13; MSE: inf; cos: 0.9961
14; MSE: inf; cos: 0.9956
15; MSE: inf; cos: 0.9966
16; MSE: inf; cos: 0.9966
17; MSE: inf; cos: 0.9961
18; MSE: inf; cos: 0.9961
19; MSE: inf; cos: 0.9956
20; MSE: inf; cos: 0.9956
21; MSE: inf; cos: 0.9956
22; MSE: inf; cos: 0.9951
23; MSE: inf; cos: 0.9956
24; MSE: inf; cos: 0.9951
25; MSE: inf; cos: 0.9951
26; MSE: inf; cos: 0.9961
27; MSE: inf; cos: 0.9961
28; MSE: inf; cos: 0.9956
29; MSE: inf; cos: 0.9946
30; MSE: inf; cos: 0.9937
31; MSE: inf; cos: 0.9922
32; MSE: 0.5015; cos: 0.9346
