00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0004; cos: 0.9985
02; MSE: 0.0010; cos: 0.9995
03; MSE: 0.0026; cos: 1.0000
04; MSE: 0.0026; cos: 0.9995
05; MSE: 0.0026; cos: 1.0000
06; MSE: 0.0027; cos: 1.0000
07; MSE: 0.0027; cos: 0.9995
08; MSE: 0.0027; cos: 1.0000
09; MSE: 0.0027; cos: 1.0000
10; MSE: 0.0028; cos: 1.0000
11; MSE: 0.0027; cos: 1.0000
12; MSE: 0.0027; cos: 1.0000
13; MSE: 0.0026; cos: 1.0000
14; MSE: 0.0026; cos: 1.0010
15; MSE: 0.0026; cos: 1.0000
16; MSE: 0.0026; cos: 1.0000
17; MSE: 0.0026; cos: 0.9995
18; MSE: 0.0029; cos: 1.0000
19; MSE: 0.0029; cos: 1.0000
20; MSE: 0.0029; cos: 1.0010
21; MSE: 0.0029; cos: 0.9995
22; MSE: 0.0029; cos: 1.0000
23; MSE: 0.0029; cos: 1.0010
24; MSE: 0.0029; cos: 1.0000
25; MSE: 0.0029; cos: 1.0000
26; MSE: 0.0031; cos: 1.0010
27; MSE: 0.0032; cos: 1.0000
28; MSE: 0.0033; cos: 1.0000
29; MSE: 0.0034; cos: 1.0000
30; MSE: 0.0036; cos: 0.9995
31; MSE: 0.0024; cos: 1.0000
32; MSE: 0.0036; cos: 1.0000
33; MSE: 0.0066; cos: 1.0000
34; MSE: 0.0098; cos: 1.0000
35; MSE: 0.0117; cos: 1.0000
36; MSE: 0.0019; cos: 1.0000
