00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.2203; cos: 0.5503
03; MSE: 0.2710; cos: 0.4902
04; MSE: inf; cos: 0.9990
05; MSE: inf; cos: 0.9990
06; MSE: inf; cos: 0.9990
07; MSE: inf; cos: 0.9985
08; MSE: inf; cos: 0.9980
09; MSE: inf; cos: 0.9990
10; MSE: inf; cos: 0.9990
11; MSE: inf; cos: 0.9980
12; MSE: inf; cos: 0.9985
13; MSE: inf; cos: 0.9990
14; MSE: inf; cos: 0.9990
15; MSE: inf; cos: 0.9985
16; MSE: inf; cos: 0.9985
17; MSE: inf; cos: 0.9990
18; MSE: inf; cos: 0.9985
19; MSE: inf; cos: 0.9985
20; MSE: inf; cos: 0.9980
21; MSE: inf; cos: 0.9990
22; MSE: inf; cos: 0.9985
23; MSE: inf; cos: 0.9985
24; MSE: inf; cos: 0.9976
25; MSE: inf; cos: 0.9961
26; MSE: inf; cos: 0.9946
27; MSE: 23.8750; cos: 0.9771
28; MSE: 16.8281; cos: 0.7549
