00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 1.0000
03; MSE: 0.0000; cos: 1.0000
04; MSE: 0.0000; cos: 1.0000
05; MSE: 0.0000; cos: 1.0000
06; MSE: 0.0000; cos: 1.0000
07; MSE: 0.0000; cos: 1.0000
08; MSE: 0.0000; cos: 1.0000
09; MSE: 0.0000; cos: 1.0000
10; MSE: 0.0000; cos: 1.0000
11; MSE: 0.0000; cos: 1.0000
12; MSE: 0.0000; cos: 1.0000
13; MSE: 0.0000; cos: 1.0000
14; MSE: 0.0000; cos: 1.0000
15; MSE: 0.0000; cos: 1.0000
16; MSE: 0.0000; cos: 1.0000
17; MSE: 0.0000; cos: 1.0000
18; MSE: 0.0000; cos: 1.0000
19; MSE: 3.6210; cos: 1.0000
20; MSE: 4.5034; cos: 1.0000
21; MSE: 4.6330; cos: 1.0000
22; MSE: 5.1789; cos: 0.9999
23; MSE: 5.7647; cos: 0.9999
24; MSE: 7.2610; cos: 0.9999
25; MSE: 8.8475; cos: 0.9999
26; MSE: 11.6908; cos: 0.9999
27; MSE: 15.3680; cos: 0.9998
28; MSE: 18.9556; cos: 0.9998
29; MSE: 22.0497; cos: 0.9997
30; MSE: 26.1568; cos: 0.9997
31; MSE: 31.4782; cos: 0.9995
32; MSE: 0.0706; cos: 0.9897
