00; MSE: 0.0000; cos: 1.0010
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 0.9995
03; MSE: 1.0791; cos: 0.9556
04; MSE: inf; cos: 1.0010
05; MSE: inf; cos: 0.9995
06; MSE: inf; cos: 1.0000
07; MSE: inf; cos: 1.0000
08; MSE: inf; cos: 0.9995
09; MSE: inf; cos: 1.0000
10; MSE: inf; cos: 1.0010
11; MSE: inf; cos: 0.9995
12; MSE: inf; cos: 0.9995
13; MSE: inf; cos: 0.9995
14; MSE: inf; cos: 0.9990
15; MSE: inf; cos: 1.0010
16; MSE: inf; cos: 1.0000
17; MSE: inf; cos: 1.0000
18; MSE: inf; cos: 0.9995
19; MSE: inf; cos: 1.0000
20; MSE: inf; cos: 1.0000
21; MSE: inf; cos: 1.0000
22; MSE: inf; cos: 1.0000
23; MSE: inf; cos: 1.0000
24; MSE: inf; cos: 0.9995
25; MSE: inf; cos: 0.9995
26; MSE: inf; cos: 0.9995
27; MSE: inf; cos: 0.9995
28; MSE: inf; cos: 0.9990
29; MSE: inf; cos: 0.9995
30; MSE: inf; cos: 0.9985
31; MSE: inf; cos: 0.9985
32; MSE: 0.1975; cos: 0.9761
