00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 1.0000
03; MSE: 0.0000; cos: 1.0010
04; MSE: 0.0000; cos: 1.0000
05; MSE: 0.0000; cos: 1.0010
06; MSE: 0.0000; cos: 1.0010
07; MSE: 0.0000; cos: 1.0000
08; MSE: 0.0000; cos: 1.0010
09; MSE: 0.0000; cos: 1.0000
10; MSE: 0.0000; cos: 1.0000
11; MSE: 0.0000; cos: 0.9995
12; MSE: 0.0000; cos: 1.0010
13; MSE: 0.0000; cos: 1.0000
14; MSE: 0.0000; cos: 1.0000
15; MSE: 0.0000; cos: 1.0000
16; MSE: 0.0000; cos: 0.9990
17; MSE: 0.0000; cos: 1.0000
18; MSE: 0.0000; cos: 1.0010
19; MSE: 0.0000; cos: 1.0000
20; MSE: 0.0000; cos: 1.0010
21; MSE: 0.2360; cos: 1.0000
22; MSE: 0.1829; cos: 0.9995
23; MSE: 0.1656; cos: 1.0000
24; MSE: 0.1508; cos: 0.9995
25; MSE: 0.1467; cos: 1.0000
26; MSE: 0.1412; cos: 1.0000
27; MSE: 0.1326; cos: 1.0010
28; MSE: 0.1426; cos: 1.0000
29; MSE: 0.1621; cos: 0.9995
30; MSE: 0.1875; cos: 1.0000
31; MSE: 0.6182; cos: 0.9893
32; MSE: 0.4319; cos: 0.9941
33; MSE: 0.5557; cos: 0.9946
34; MSE: 0.6035; cos: 0.9966
35; MSE: 0.6748; cos: 0.9966
36; MSE: 0.0669; cos: 0.9976
