00; MSE: 0.0000; cos: 0.9995
01; MSE: 0.0000; cos: 1.0010
02; MSE: 0.0000; cos: 0.9995
03; MSE: 0.9316; cos: 0.9995
04; MSE: 1.1074; cos: 0.9985
05; MSE: 1.3770; cos: 0.9980
06; MSE: 1.5322; cos: 0.9976
07; MSE: 1.9902; cos: 0.9976
08; MSE: inf; cos: 0.9995
09; MSE: inf; cos: 1.0000
10; MSE: inf; cos: 1.0000
11; MSE: inf; cos: 1.0000
12; MSE: inf; cos: 1.0000
13; MSE: inf; cos: 1.0000
14; MSE: inf; cos: 1.0000
15; MSE: inf; cos: 0.9990
16; MSE: inf; cos: 0.9995
17; MSE: inf; cos: 0.9995
18; MSE: inf; cos: 1.0000
19; MSE: inf; cos: 1.0000
20; MSE: inf; cos: 0.9990
21; MSE: inf; cos: 0.9995
22; MSE: inf; cos: 1.0000
23; MSE: inf; cos: 0.9995
24; MSE: 0.1642; cos: 0.9658
