00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 1.0000
03; MSE: 0.0000; cos: 1.0000
04; MSE: 0.0000; cos: 1.0000
05; MSE: 0.0000; cos: 1.0000
06; MSE: 0.0000; cos: 1.0000
07; MSE: 0.0000; cos: 1.0000
08; MSE: 0.0000; cos: 1.0000
09; MSE: 0.0000; cos: 1.0000
10; MSE: 0.0000; cos: 1.0000
11; MSE: 0.0000; cos: 1.0000
12; MSE: 0.0000; cos: 1.0000
13; MSE: 0.0000; cos: 1.0000
14; MSE: 0.0000; cos: 1.0000
15; MSE: 0.0000; cos: 1.0000
16; MSE: 0.0000; cos: 1.0000
17; MSE: 0.0000; cos: 1.0000
18; MSE: 0.0000; cos: 1.0000
19; MSE: 0.0000; cos: 1.0000
20; MSE: 0.0000; cos: 1.0000
21; MSE: 0.0000; cos: 1.0000
22; MSE: 0.2592; cos: 0.9998
23; MSE: 0.2503; cos: 0.9998
24; MSE: 0.2676; cos: 0.9998
25; MSE: 0.3010; cos: 0.9998
26; MSE: 0.3337; cos: 0.9998
27; MSE: 0.3831; cos: 0.9997
28; MSE: 0.4613; cos: 0.9997
29; MSE: 0.6037; cos: 0.9995
30; MSE: 0.7909; cos: 0.9994
31; MSE: 1.2691; cos: 0.9794
32; MSE: 1.5078; cos: 0.9797
33; MSE: 1.9452; cos: 0.9808
34; MSE: 2.2720; cos: 0.9836
35; MSE: 2.7511; cos: 0.9840
36; MSE: 0.3759; cos: 0.9843
