00; MSE: 0.0000; cos: 0.9995
01; MSE: 0.0000; cos: 1.0010
02; MSE: 0.0000; cos: 0.9995
03; MSE: 0.0000; cos: 1.0000
04; MSE: 0.0000; cos: 1.0010
05; MSE: 0.5986; cos: 0.9990
06; MSE: 0.7134; cos: 0.9985
07; MSE: 0.8896; cos: 0.9990
08; MSE: inf; cos: 0.9995
09; MSE: inf; cos: 1.0000
10; MSE: inf; cos: 1.0000
11; MSE: inf; cos: 1.0000
12; MSE: inf; cos: 1.0000
13; MSE: inf; cos: 1.0000
14; MSE: inf; cos: 1.0000
15; MSE: inf; cos: 1.0000
16; MSE: inf; cos: 0.9995
17; MSE: inf; cos: 1.0000
18; MSE: inf; cos: 1.0000
19; MSE: inf; cos: 1.0000
20; MSE: inf; cos: 0.9995
21; MSE: inf; cos: 1.0000
22; MSE: inf; cos: 1.0000
23; MSE: inf; cos: 1.0000
24; MSE: 0.1556; cos: 0.9678
