00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 1.0000
03; MSE: 0.0000; cos: 1.0000
04; MSE: 0.0000; cos: 1.0000
05; MSE: 0.0000; cos: 1.0000
06; MSE: 0.0000; cos: 1.0000
07; MSE: 0.0000; cos: 1.0000
08; MSE: 0.0000; cos: 1.0000
09; MSE: 0.0000; cos: 1.0000
10; MSE: 0.0000; cos: 1.0000
11; MSE: 0.0000; cos: 1.0000
12; MSE: 0.0000; cos: 1.0000
13; MSE: 0.0000; cos: 1.0000
14; MSE: 0.0000; cos: 1.0000
15; MSE: 0.0000; cos: 1.0000
16; MSE: 0.0000; cos: 1.0000
17; MSE: 0.0000; cos: 1.0000
18; MSE: 0.0000; cos: 1.0000
19; MSE: 0.0000; cos: 1.0000
20; MSE: 0.0000; cos: 1.0000
21; MSE: 0.0000; cos: 1.0000
22; MSE: 6.6404; cos: 1.0000
23; MSE: 7.4437; cos: 1.0000
24; MSE: 8.7889; cos: 0.9999
25; MSE: 9.6598; cos: 0.9999
26; MSE: 10.6572; cos: 0.9999
27; MSE: 12.5422; cos: 0.9999
28; MSE: 15.4800; cos: 0.9999
29; MSE: 17.5500; cos: 0.9999
30; MSE: 19.9078; cos: 0.9999
31; MSE: 24.3761; cos: 0.9998
32; MSE: 0.0607; cos: 0.9934
